Main_instr.started,Main_instr.stopped,main_instr_key.keys,main_instr_key.rt,main_instr_key.duration,name ,gender ,ag,date,expName,psychopyVersion,OS,frameRate,instr_BJW.started,instr_BJW.stopped,BJW_key_resp.keys,BJW_key_resp.rt,BJW_key_resp.duration,BJW.started,BJW.stopped,BJW_slider.response,BJW_slider.rt,BJW_slider.history,BJW_trials.thisRepN,BJW_trials.thisTrialN,BJW_trials.thisN,BJW_trials.thisIndex,BJW_trials.ran,Text,instr.started,instr.stopped,resp_instr.keys,resp_instr.rt,resp_instr.duration,instr_2.started,instr_2.stopped,key_resp.keys,key_resp.rt,key_resp.duration,tren.started,tren.stopped,resp_tren.keys,resp_tren.corr,resp_tren.rt,resp_tren.duration,fb_tren.started,fb_tren.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,w1,w2,corr_answ,op1,op2,xPos1,yPos1,xPos2,yPos2,or1,or2,time,instr3.started,instr3.stopped,reesp_instr.keys,reesp_instr.rt,reesp_instr.duration,task_L.started,task_L.stopped,resp.keys,resp.corr,resp.rt,resp.duration,fb_task.started,fb_task.stopped,corr_sum,mean_rt,sd_rt,loop_L.thisRepN,loop_L.thisTrialN,loop_L.thisN,loop_L.thisIndex,loop_L.ran,slider.started,slider.stopped,sl_h.response,sl_h.rt,sl_h.history,l_slid.thisRepN,l_slid.thisTrialN,l_slid.thisN,l_slid.thisIndex,l_slid.ran,q_sl,fin_sum.started,fin_sum.stopped,key_resp_2.keys,Get_points.started,Get_points.stopped,textbox.text,thanks.started,thanks.stopped
0.0002,1.912,space,1.9007,,test_osf_online,m,277,2026-04-08_00h35.50.205,4_calibr_sum,2025.1.1,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,test_osf_online,m,277,2026-04-08_00h35.50.205,4_calibr_sum,2025.1.1,MacIntel,57.14285714,1.9123,2.3952,space,0.452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,test_osf_online,m,277,2026-04-08_00h35.50.205,4_calibr_sum,2025.1.1,MacIntel,57.14285714,,,,,,2.4151,3.8279,3,1.4103,"[{""rating"":3,""responseTime"":1.410299999999813}]",0,0,0,0,1,"Я считаю, что, по большому счету, заслуживаю того, что происходит со мной.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,test_osf_online,m,277,2026-04-08_00h35.50.205,4_calibr_sum,2025.1.1,MacIntel,57.14285714,,,,,,3.8292,4.2614,3,0.4244,"[{""rating"":3,""responseTime"":0.4243999999994408}]",0,1,1,1,1,"Как правило, жизнь ко мне справедлива.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,test_osf_online,m,277,2026-04-08_00h35.50.205,4_calibr_sum,2025.1.1,MacIntel,57.14285714,,,,,,4.263,4.4112,3,0.1465,"[{""rating"":3,""responseTime"":0.14649999999999963}]",0,2,2,2,1,"Я верю, что обычно получаю то, что заслуживаю.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,test_osf_online,m,277,2026-04-08_00h35.50.205,4_calibr_sum,2025.1.1,MacIntel,57.14285714,,,,,,4.4125,4.5944,3,0.1799,"[{""rating"":3,""responseTime"":0.17990000000037298}]",0,3,3,3,1,В моей жизни в общем и целом всё происходит справедливо.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,test_osf_online,m,277,2026-04-08_00h35.50.205,4_calibr_sum,2025.1.1,MacIntel,57.14285714,,,,,,4.5956,4.7446,3,0.1413,"[{""rating"":3,""responseTime"":0.1412999999998128}]",0,4,4,4,1,"В моей жизни несправедливость – скорее исключение, чем правило.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,test_osf_online,m,277,2026-04-08_00h35.50.205,4_calibr_sum,2025.1.1,MacIntel,57.14285714,,,,,,4.7458,4.8946,3,0.1404,"[{""rating"":3,""responseTime"":0.14040000000037267}]",0,5,5,5,1,"Я считаю, что в целом в моей жизни всё справедливо.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,test_osf_online,m,277,2026-04-08_00h35.50.205,4_calibr_sum,2025.1.1,MacIntel,57.14285714,,,,,,4.8961,5.0448,3,0.1408,"[{""rating"":3,""responseTime"":0.14079999999981396}]",0,6,6,6,1,"Я думаю, что важные решения, которые касаются меня, обычно справедливы.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,test_osf_online,m,277,2026-04-08_00h35.50.205,4_calibr_sum,2025.1.1,MacIntel,57.14285714,,,,,,5.0463,5.1947,3,0.1399,"[{""rating"":3,""responseTime"":0.13989999999943947}]",0,7,7,7,1,"Я считаю, что в целом мир справедлив.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,test_osf_online,m,277,2026-04-08_00h35.50.205,4_calibr_sum,2025.1.1,MacIntel,57.14285714,,,,,,5.196,5.3446,3,0.1409,"[{""rating"":3,""responseTime"":0.1408999999994407}]",0,8,8,8,1,"Я считаю, что, по большому счету, люди получают то, что заслуживают.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,test_osf_online,m,277,2026-04-08_00h35.50.205,4_calibr_sum,2025.1.1,MacIntel,57.14285714,,,,,,5.346,5.4946,3,0.1408,"[{""rating"":3,""responseTime"":0.14079999999981396}]",0,9,9,9,1,"Я уверен, что справедливость всегда побеждает несправедливость.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,test_osf_online,m,277,2026-04-08_00h35.50.205,4_calibr_sum,2025.1.1,MacIntel,57.14285714,,,,,,5.4961,5.6613,3,0.1579,"[{""rating"":3,""responseTime"":0.15790000000037097}]",0,10,10,10,1,"Я убежден, что, если человек пережил несправедливость, в будущем это возместится.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
